Sheet1/Response ID,Sheet1/Would you work for a company whose mission is not clearly defined and publicly posted.,Sheet1/How likely would you work for a company whose mission is misaligned with their public actions or even their product ?,Sheet1/How likely would you work for a company whose mission is not bringing social impact ?,"Sheet1/For the First 3 years of your career, what is your minimum expected monthly salary in Hand?","Sheet1/After 5 years of your career from now, what is your minimum expected monthly salary in Hand?",Sheet1/Would you work for a company that has Laid-Off Employees recently ?
1879,No,Will NOT work for them,3,>50k,91k to 110k,Yes
1880,No,Will NOT work for them,5,>50k,91k to 110k,No
1881,No,Will NOT work for them,3,>50k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
1882,Yes,Will work for them,8,26k to 30k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1883,No,Will NOT work for them,3,>50k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
1884,No,Will NOT work for them,6,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
1885,No,Will NOT work for them,5,>50k,91k to 110k,Yes
1886,No,Will NOT work for them,1,>50k,>151k,No
1887,No,Will NOT work for them,5,41k to 50k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1888,Yes,Will NOT work for them,1,>50k,71k to 90k,No
1889,No,Will NOT work for them,2,31k to 40k,71k to 90k,No
1890,No,Will NOT work for them,8,>50k,91k to 110k,No
1891,No,Will NOT work for them,4,41k to 50k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
1892,No,Will NOT work for them,3,31k to 40k,50k to 70k,No
1893,No,Will NOT work for them,5,41k to 50k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1894,Yes,Will NOT work for them,4,26k to 30k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1895,No,Will NOT work for them,6,26k to 30k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1896,Yes,Will NOT work for them,8,>50k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
1897,No,Will NOT work for them,1,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
1898,No,Will NOT work for them,5,21k to 25k,111k to 130k,No
1899,No,Will NOT work for them,5,31k to 40k,71k to 90k,No
1900,No,Will NOT work for them,1,>50k,>151k,No
1901,No,Will NOT work for them,7,>50k,>151k,No
1902,Yes,Will work for them,4,31k to 40k,131k to 150k,No
1903,Yes,Will work for them,1,11k to 15k,30k to 50k,"Yes, I Understand this is gonna happen everywhere"
1904,No,Will NOT work for them,7,31k to 40k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1905,Yes,Will work for them,3,26k to 30k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1906,No,Will NOT work for them,3,21k to 25k,50k to 70k,Yes
1907,No,Will NOT work for them,2,41k to 50k,>151k,"Yes, I Understand this is gonna happen everywhere"
1908,No,Will NOT work for them,1,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
1909,No,Will NOT work for them,6,16k to 20k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1910,No,Will NOT work for them,5,26k to 30k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1911,No,Will NOT work for them,2,21k to 25k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1912,No,Will NOT work for them,4,31k to 40k,91k to 110k,No
1913,No,Will NOT work for them,8,26k to 30k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
1914,No,Will NOT work for them,6,26k to 30k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1915,No,Will NOT work for them,5,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
1916,No,Will NOT work for them,5,41k to 50k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
1917,No,Will NOT work for them,8,31k to 40k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1918,Yes,Will NOT work for them,7,26k to 30k,131k to 150k,No
1919,No,Will NOT work for them,5,41k to 50k,91k to 110k,No
1920,No,Will NOT work for them,3,26k to 30k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1921,Yes,Will work for them,8,>50k,>151k,Yes
1922,No,Will NOT work for them,8,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
1923,No,Will NOT work for them,10,31k to 40k,71k to 90k,No
1924,No,Will NOT work for them,5,21k to 25k,71k to 90k,No
1925,No,Will NOT work for them,5,26k to 30k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1926,No,Will NOT work for them,5,16k to 20k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1927,No,Will NOT work for them,5,21k to 25k,111k to 130k,Yes
1928,No,Will NOT work for them,2,>50k,>151k,No
1929,No,Will NOT work for them,2,5K to 10K,30k to 50k,Yes
1930,Yes,Will work for them,5,41k to 50k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
1931,No,Will NOT work for them,8,>50k,>151k,No
1932,Yes,Will work for them,8,26k to 30k,30k to 50k,"Yes, I Understand this is gonna happen everywhere"
1933,Yes,Will work for them,1,26k to 30k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1934,Yes,Will work for them,8,>50k,91k to 110k,No
1935,No,Will NOT work for them,2,>50k,>151k,No
1936,No,Will NOT work for them,5,>50k,91k to 110k,No
1937,Yes,Will work for them,5,26k to 30k,91k to 110k,No
1938,No,Will NOT work for them,4,>50k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1939,Yes,Will NOT work for them,9,31k to 40k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1940,No,Will NOT work for them,10,41k to 50k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1941,Yes,Will work for them,5,16k to 20k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1942,No,Will NOT work for them,2,41k to 50k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1943,Yes,Will work for them,6,11k to 15k,30k to 50k,"Yes, I Understand this is gonna happen everywhere"
1944,No,Will NOT work for them,5,>50k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1945,No,Will NOT work for them,4,31k to 40k,71k to 90k,No
1946,Yes,Will work for them,1,>50k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1947,No,Will work for them,10,41k to 50k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
1948,No,Will NOT work for them,2,26k to 30k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
1949,No,Will NOT work for them,5,41k to 50k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
1950,No,Will work for them,2,26k to 30k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1951,No,Will NOT work for them,5,41k to 50k,111k to 130k,No
1952,No,Will NOT work for them,1,31k to 40k,>151k,"Yes, I Understand this is gonna happen everywhere"
1953,No,Will NOT work for them,1,41k to 50k,131k to 150k,No
1954,Yes,Will NOT work for them,5,5K to 10K,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1955,No,Will NOT work for them,10,31k to 40k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
1956,No,Will work for them,3,31k to 40k,91k to 110k,No
1957,No,Will NOT work for them,2,>50k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1958,No,Will NOT work for them,7,41k to 50k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
1959,Yes,Will work for them,5,>50k,111k to 130k,No
1960,No,Will NOT work for them,4,31k to 40k,71k to 90k,No
1961,No,Will NOT work for them,3,>50k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1962,Yes,Will work for them,9,>50k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1963,Yes,Will work for them,5,31k to 40k,71k to 90k,No
1964,No,Will NOT work for them,1,>50k,>151k,No
1965,Yes,Will NOT work for them,5,41k to 50k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1966,No,Will NOT work for them,5,5K to 10K,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1967,No,Will NOT work for them,5,41k to 50k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1968,No,Will NOT work for them,5,21k to 25k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1969,No,Will NOT work for them,1,16k to 20k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1970,No,Will NOT work for them,8,31k to 40k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1971,No,Will NOT work for them,7,21k to 25k,30k to 50k,No
1972,Yes,Will work for them,2,11k to 15k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1973,No,Will NOT work for them,3,31k to 40k,91k to 110k,Yes
1974,Yes,Will NOT work for them,2,11k to 15k,50k to 70k,Yes
1975,No,Will NOT work for them,3,31k to 40k,71k to 90k,No
1976,Yes,Will work for them,3,21k to 25k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1977,No,Will NOT work for them,6,31k to 40k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
1978,No,Will NOT work for them,6,41k to 50k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
1979,Yes,Will NOT work for them,3,21k to 25k,131k to 150k,No
1980,No,Will work for them,1,11k to 15k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1981,Yes,Will work for them,1,5K to 10K,30k to 50k,Yes
1982,No,Will NOT work for them,1,31k to 40k,30k to 50k,"Yes, I Understand this is gonna happen everywhere"
1983,Yes,Will work for them,5,31k to 40k,71k to 90k,No
1984,Yes,Will work for them,6,26k to 30k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
1985,No,Will NOT work for them,5,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
1986,Yes,Will NOT work for them,5,41k to 50k,131k to 150k,No
1987,No,Will NOT work for them,7,41k to 50k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1988,No,Will NOT work for them,7,26k to 30k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1989,No,Will NOT work for them,7,31k to 40k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1990,Yes,Will NOT work for them,7,21k to 25k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1991,Yes,Will work for them,6,41k to 50k,>151k,No
1992,Yes,Will work for them,7,16k to 20k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
1993,No,Will NOT work for them,4,21k to 25k,50k to 70k,No
1994,No,Will NOT work for them,5,41k to 50k,>151k,No
1995,No,Will work for them,10,>50k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
1996,No,Will NOT work for them,1,41k to 50k,71k to 90k,No
1997,No,Will NOT work for them,4,11k to 15k,50k to 70k,I have NO other choice
1998,No,Will NOT work for them,5,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
1999,Yes,Will work for them,3,31k to 40k,>151k,I have NO other choice
2000,No,Will NOT work for them,2,31k to 40k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
2001,Yes,Will NOT work for them,7,21k to 25k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
2002,Yes,Will work for them,8,41k to 50k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
2003,No,Will NOT work for them,7,21k to 25k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2004,Yes,Will NOT work for them,3,26k to 30k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2005,No,Will NOT work for them,3,16k to 20k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
2006,No,Will NOT work for them,6,21k to 25k,71k to 90k,No
2007,Yes,Will work for them,8,>50k,>151k,I have NO other choice
2008,Yes,Will NOT work for them,8,31k to 40k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2009,No,Will work for them,8,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
2010,No,Will NOT work for them,1,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
2011,No,Will NOT work for them,4,>50k,131k to 150k,No
2012,No,Will NOT work for them,5,31k to 40k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2013,No,Will work for them,1,26k to 30k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
2014,No,Will NOT work for them,2,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
2015,No,Will NOT work for them,5,16k to 20k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
2016,No,Will NOT work for them,1,16k to 20k,50k to 70k,Yes
2017,Yes,Will NOT work for them,8,>50k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
2018,No,Will NOT work for them,2,26k to 30k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
2019,Yes,Will NOT work for them,7,31k to 40k,111k to 130k,Yes
2020,No,Will NOT work for them,4,11k to 15k,50k to 70k,No
2021,No,Will NOT work for them,5,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
2022,Yes,Will NOT work for them,8,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
2023,Yes,Will work for them,7,21k to 25k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2024,No,Will NOT work for them,3,41k to 50k,131k to 150k,No
2025,No,Will NOT work for them,10,41k to 50k,111k to 130k,No
2026,No,Will NOT work for them,10,31k to 40k,91k to 110k,No
2027,No,Will NOT work for them,3,26k to 30k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2028,Yes,Will NOT work for them,4,31k to 40k,91k to 110k,Yes
2029,Yes,Will NOT work for them,7,21k to 25k,50k to 70k,Yes
2030,No,Will NOT work for them,1,26k to 30k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
2031,Yes,Will work for them,6,>50k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
2032,No,Will NOT work for them,6,21k to 25k,71k to 90k,No
2033,No,Will work for them,8,41k to 50k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
2034,No,Will NOT work for them,5,16k to 20k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2035,Yes,Will work for them,5,16k to 20k,71k to 90k,Yes
2036,Yes,Will work for them,5,41k to 50k,91k to 110k,No
2037,Yes,Will NOT work for them,4,41k to 50k,30k to 50k,"Yes, I Understand this is gonna happen everywhere"
2038,Yes,Will work for them,3,31k to 40k,71k to 90k,Yes
2039,No,Will NOT work for them,10,21k to 25k,50k to 70k,Yes
2040,No,Will work for them,1,>50k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
2041,No,Will NOT work for them,5,31k to 40k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2042,No,Will NOT work for them,1,31k to 40k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2043,Yes,Will NOT work for them,8,31k to 40k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
2044,No,Will work for them,10,16k to 20k,30k to 50k,No
2045,No,Will NOT work for them,3,41k to 50k,91k to 110k,Yes
2046,No,Will NOT work for them,8,21k to 25k,50k to 70k,Yes
2047,Yes,Will work for them,5,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
2048,Yes,Will NOT work for them,8,>50k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
2049,No,Will NOT work for them,5,41k to 50k,111k to 130k,No
2050,No,Will NOT work for them,10,>50k,>151k,Yes
2051,No,Will NOT work for them,8,41k to 50k,>151k,Yes
2052,Yes,Will NOT work for them,4,26k to 30k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2053,No,Will NOT work for them,6,>50k,131k to 150k,No
2054,No,Will NOT work for them,1,21k to 25k,50k to 70k,No
2055,Yes,Will NOT work for them,7,>50k,>151k,No
2056,No,Will NOT work for them,8,>50k,>151k,Yes
2057,No,Will NOT work for them,10,26k to 30k,50k to 70k,No
2058,No,Will work for them,6,26k to 30k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2059,No,Will NOT work for them,3,16k to 20k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
2060,Yes,Will work for them,3,31k to 40k,91k to 110k,No
2061,No,Will work for them,5,41k to 50k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
2062,No,Will NOT work for them,3,21k to 25k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
2063,No,Will NOT work for them,1,>50k,>151k,"Yes, I Understand this is gonna happen everywhere"
2064,No,Will NOT work for them,2,>50k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
2065,No,Will NOT work for them,5,31k to 40k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
2066,Yes,Will work for them,9,11k to 15k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
2067,Yes,Will NOT work for them,2,26k to 30k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
2068,No,Will NOT work for them,3,>50k,131k to 150k,"Yes, I Understand this is gonna happen everywhere"
2069,No,Will work for them,4,26k to 30k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
2070,Yes,Will NOT work for them,5,16k to 20k,50k to 70k,"Yes, I Understand this is gonna happen everywhere"
2071,No,Will NOT work for them,8,>50k,131k to 150k,No
2072,No,Will NOT work for them,4,41k to 50k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
2073,No,Will NOT work for them,7,26k to 30k,91k to 110k,"Yes, I Understand this is gonna happen everywhere"
2074,Yes,Will work for them,8,41k to 50k,111k to 130k,"Yes, I Understand this is gonna happen everywhere"
2075,No,Will NOT work for them,5,>50k,>151k,No
2076,Yes,Will NOT work for them,5,21k to 25k,71k to 90k,"Yes, I Understand this is gonna happen everywhere"
